0	0	1
2	1	3
6	3	7
12	6	13
14	7	15
16	8	17
18	9	19
20	10	21
24	12	25
28	14	29
30	8	31
34	6	35
37	8	38
39	7	40
41	17	42
43	18	44
47	20	48
49	21	50
51	20	52
53	22	54
56	23	57
65	27	66
69	7	70
72	6	73
76	30	77
79	8	80
81	19	82
85	3	86
87	32	88
94	35	95
96	36	97
98	37	99
100	38	101
102	6	103
104	39	105
106	3	107
108	6	109
113	8	114
53	22	115
121	40	122
125	42	126
127	22	128
132	3	133
142	44	143
144	45	145
146	31	147
149	24	150
151	46	152
153	47	154
164	49	165
166	6	159
167	22	168
169	44	170
171	50	172
173	31	174
176	8	177
178	19	179
182	26	183
184	52	185
186	53	187
188	30	189
190	54	191
192	1	193
194	55	195
196	7	197
203	6	204
205	2	206
207	56	207
208	23	209
216	58	217
218	38	219
220	59	221
223	61	224
227	38	228
229	38	230
232	10	233
234	13	235
186	38	239
240	7	241
244	64	245
246	65	247
251	38	252
253	8	254
255	8	256
258	67	259
260	19	261
262	6	263
264	20	265
266	8	267
270	7	271
272	68	273
276	14	277
278	12	279
280	8	281
282	45	283
284	19	285
286	70	287
289	6	290
292	13	293
294	71	295
297	38	298
300	51	29
301	73	302
303	74	304
305	8	306
312	19	313
314	6	315
316	8	317
318	76	319
320	77	321
322	3	323
324	15	325
326	19	327
328	65	329
332	19	333
335	66	336
337	7	338
339	79	340
345	27	346
347	20	348
349	21	350
351	24	352
353	81	353
354	20	355
358	27	359
360	8	361
362	82	363
364	1	365
366	8	367
368	20	369
372	83	373
375	20	376
377	7	378
379	8	380
385	8	386
387	84	388
328	65	389
394	8	395
396	19	397
26	13	287
400	1	401
402	7	403
404	66	405
406	47	407
408	8	409
412	77	413
414	6	148
415	22	416
417	6	418
421	15	422
423	44	424
425	6	426
427	19	77
196	7	428
429	8	430
431	17	432
435	47	436
438	31	439
442	47	443
445	81	445
446	68	447
451	6	452
454	7	455
459	19	460
194	55	462
463	20	464
465	31	466
471	64	472
473	13	474
475	32	5
477	88	478
479	75	480
481	86	482
271	30	483
484	89	485
487	1	488
489	90	490
491	3	492
497	8	498
499	7	500
502	7	503
505	24	352
506	92	507
509	76	510
512	93	513
514	17	515
516	38	517
518	94	519
524	38	525
526	29	0
527	38	528
531	15	532
536	47	537
539	39	540
541	96	542
543	7	544
545	7	546
547	3	548
549	19	550
551	97	552
553	84	554
555	98	556
375	20	557
560	36	561
562	38	563
564	45	565
566	99	567
568	2	569
572	12	573
574	10	468
576	6	577
578	10	579
580	15	581
513	35	582
583	36	97
584	100	585
587	89	588
590	24	352
593	101	594
595	71	596
600	19	601
603	86	604
605	102	606
329	29	607
608	7	609
610	35	611
612	103	613
615	104	275
