0	0	1
2	1	3
6	3	7
12	6	13
16	8	17
20	10	21
24	12	25
30	8	31
34	6	35
37	8	38
41	17	42
47	20	48
49	21	50
51	20	52
72	6	73
79	8	80
81	19	82
85	3	86
87	32	88
96	36	97
100	38	101
102	6	103
104	39	105
108	6	109
113	8	114
121	40	122
125	42	126
127	22	128
132	3	133
142	44	143
144	45	145
149	24	150
151	46	152
153	47	154
164	49	165
166	6	159
167	22	168
169	44	170
171	50	172
173	31	174
176	8	177
178	19	179
182	26	183
184	52	185
188	30	189
190	54	191
192	1	193
194	55	195
196	7	197
203	6	204
207	56	207
216	58	217
218	38	219
220	59	221
227	38	228
229	38	230
244	64	245
246	65	247
251	38	252
253	8	254
255	8	256
260	19	261
262	6	263
264	20	265
266	8	267
272	68	273
276	14	277
278	12	279
280	8	281
282	45	283
289	6	290
294	71	295
297	38	298
303	74	304
305	8	306
314	6	315
316	8	317
318	76	319
320	77	321
322	3	323
324	15	325
328	65	329
332	19	333
335	66	336
337	7	338
339	79	340
345	27	346
347	20	348
349	21	350
351	24	352
353	81	353
354	20	355
360	8	361
362	82	363
364	1	365
368	20	369
372	83	373
377	7	378
379	8	380
385	8	386
387	84	388
328	65	389
394	8	395
396	19	397
400	1	401
402	7	403
404	66	405
406	47	407
408	8	409
412	77	413
414	6	148
415	22	416
417	6	418
421	15	422
423	44	424
425	6	426
196	7	428
429	8	430
431	17	432
435	47	436
442	47	443
445	81	445
451	6	452
454	7	455
459	19	460
194	55	462
463	20	464
471	64	472
477	88	478
481	86	482
487	1	488
489	90	490
491	3	492
497	8	498
505	24	352
509	76	510
512	93	513
514	17	515
516	38	517
518	94	519
524	38	525
526	29	0
531	15	532
539	39	540
541	96	542
543	7	544
547	3	548
549	19	550
551	97	552
553	84	554
555	98	556
560	36	561
562	38	563
564	45	565
566	99	567
568	2	569
572	12	573
574	10	468
576	6	577
580	15	581
513	35	582
583	36	97
590	24	352
603	86	604
605	102	606
608	7	609
610	35	611
612	103	613
615	104	275
616	19	617
618	105	619
624	12	625
630	30	631
633	74	634
641	45	642
644	84	645
647	17	648
649	1	650
651	6	652
654	107	655
660	84	661
663	8	664
631	47	665
667	3	668
669	109	670
671	8	672
673	3	674
676	30	677
678	97	679
680	20	681
682	3	683
684	15	685
686	8	687
688	64	245
689	8	690
691	8	692
693	47	694
696	111	697
698	102	699
700	66	701
704	66	705
711	7	712
714	27	715
716	38	717
718	38	719
720	19	721
722	19	723
724	19	725
18	9	726
727	97	728
729	20	730
731	8	732
733	15	734
736	113	737
738	30	739
740	37	741
744	114	745
749	3	750
751	71	752
753	109	754
756	22	757
758	19	759
761	116	762
346	3	763
764	40	765
766	3	767
770	117	771
687	38	772
