0	0	1
2	1	3
6	3	7
12	6	13
14	7	15
16	8	17
18	9	19
20	10	21
24	12	25
26	13	27
28	14	29
30	8	31
34	6	35
37	8	38
39	7	40
41	17	42
43	18	44
45	19	46
47	20	48
49	21	50
51	20	52
53	22	54
55	13	27
56	23	57
59	17	60
65	27	66
67	13	68
69	7	70
72	6	73
74	29	75
76	30	77
79	8	80
81	19	82
83	31	84
85	3	86
87	32	88
91	29	92
94	35	95
96	36	97
98	37	99
100	38	101
102	6	103
104	39	105
106	3	107
108	6	109
111	30	112
113	8	114
53	22	115
121	40	122
123	41	124
125	42	126
127	22	128
130	17	131
132	3	133
142	44	143
144	45	145
146	31	147
149	24	150
151	46	152
153	47	154
164	49	165
166	6	159
167	22	168
169	44	170
171	50	172
173	31	174
176	8	177
178	19	179
182	26	183
184	52	185
186	53	187
188	30	189
190	54	191
192	1	193
194	55	195
196	7	197
199	52	200
203	6	204
205	2	206
207	56	207
208	23	209
210	57	211
216	58	217
218	38	219
220	59	221
223	61	224
225	62	226
227	38	228
229	38	230
232	10	233
234	13	235
186	38	239
240	7	241
244	64	245
246	65	247
248	66	249
251	38	252
253	8	254
255	8	256
258	67	259
260	19	261
262	6	263
264	20	265
266	8	267
268	32	269
270	7	271
272	68	273
276	14	277
278	12	279
280	8	281
282	45	283
284	19	285
286	70	287
289	6	290
292	13	293
294	71	295
297	38	298
92	72	299
300	51	29
301	73	302
303	74	304
305	8	306
307	13	308
309	13	68
310	75	311
312	19	313
314	6	315
316	8	317
318	76	319
320	77	321
322	3	323
324	15	325
326	19	327
328	65	329
330	78	331
332	19	333
334	19	112
335	66	336
337	7	338
339	79	340
343	80	344
345	27	346
347	20	348
349	21	350
351	24	352
353	81	353
354	20	355
356	7	357
358	27	359
360	8	361
362	82	363
364	1	365
366	8	367
368	20	369
370	30	371
372	83	373
375	20	376
377	7	378
379	8	380
385	8	386
387	84	388
328	65	389
371	7	391
394	8	395
396	19	397
26	13	287
400	1	401
402	7	403
404	66	405
406	47	407
408	8	409
410	32	411
412	77	413
414	6	148
415	22	416
417	6	418
419	62	420
421	15	422
423	44	424
425	6	426
427	19	77
196	7	428
429	8	430
431	17	432
435	47	436
124	75	437
438	31	439
440	86	441
442	47	443
445	81	445
446	68	447
449	69	450
451	6	452
454	7	455
457	7	458
459	19	460
194	55	462
463	20	464
465	31	466
467	10	468
469	31	470
471	64	472
473	13	474
475	32	5
477	88	478
479	75	480
481	86	482
271	30	483
484	89	485
487	1	488
489	90	490
491	3	492
493	91	494
495	13	331
497	8	498
499	7	500
502	7	503
505	24	352
506	92	507
509	76	510
512	93	513
514	17	515
516	38	517
518	94	519
520	95	521
522	13	92
524	38	525
526	29	0
