2	1	3
6	3	7
24	12	25
34	6	35
41	17	42
47	20	48
49	21	50
51	20	52
72	6	73
81	19	82
102	6	103
108	6	109
113	8	114
121	40	122
132	3	133
142	44	143
164	49	165
167	22	168
173	31	174
184	52	185
192	1	193
203	6	204
207	56	207
216	58	217
227	38	228
229	38	230
244	64	245
246	65	247
262	6	263
266	8	267
276	14	277
294	71	295
297	38	298
303	74	304
305	8	306
314	6	315
316	8	317
318	76	319
320	77	321
322	3	323
335	66	336
337	7	338
345	27	346
349	21	350
353	81	353
354	20	355
364	1	365
368	20	369
372	83	373
379	8	380
387	84	388
328	65	389
396	19	397
400	1	401
402	7	403
404	66	405
408	8	409
412	77	413
414	6	148
415	22	416
417	6	418
421	15	422
423	44	424
425	6	426
429	8	430
442	47	443
445	81	445
451	6	452
454	7	455
477	88	478
487	1	488
497	8	498
509	76	510
514	17	515
516	38	517
531	15	532
541	96	542
547	3	548
551	97	552
555	98	556
560	36	561
562	38	563
564	45	565
566	99	567
572	12	573
576	6	577
603	86	604
605	102	606
616	19	617
618	105	619
633	74	634
644	84	645
647	17	648
649	1	650
651	6	652
660	84	661
663	8	664
667	3	668
669	109	670
673	3	674
678	97	679
680	20	681
682	3	683
684	15	685
691	8	692
693	47	694
696	111	697
700	66	701
704	66	705
714	27	715
716	38	717
718	38	719
722	19	723
724	19	725
727	97	728
729	20	730
731	8	732
749	3	750
751	71	752
753	109	754
756	22	757
758	19	759
761	116	762
346	3	763
764	40	765
766	3	767
777	59	778
781	101	782
783	119	784
796	32	797
803	77	804
807	109	808
810	121	811
813	40	814
821	58	822
823	94	824
827	20	828
835	24	836
839	7	840
845	2	846
847	123	848
849	8	850
693	47	851
859	21	860
877	14	878
883	15	884
886	19	887
888	3	256
894	6	895
896	20	897
898	84	899
904	38	905
921	3	385
930	56	930
933	24	934
956	84	957
963	132	964
972	22	973
980	96	981
323	8	988
995	71	996
100	38	276
383	6	1003
1004	86	1005
810	121	1006
1007	66	1008
1009	8	1010
1012	27	1013
1023	8	1024
1032	66	1033
1037	22	1038
1050	24	1051
1052	21	1053
1054	47	1055
1064	24	1065
749	38	455
317	8	750
1067	8	1068
1073	137	1074
1077	97	1078
1085	138	1086
1092	21	1093
1094	12	1095
1101	19	1102
1103	8	1104
1105	3	1106
1112	12	1113
1119	89	1120
1133	15	1134
1140	140	1141
1142	141	1143
1150	66	1151
1152	8	1153
1158	142	1159
1160	143	1161
1166	66	1167
1096	17	1168
1180	38	1181
